_id,AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
15119,A1338406,PRINCESS PEACH,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,2024-03-27,7 MONTHS,2024-06-19,HEALTHY,FOSTER,,,2024-06-23,ADOPTION,WALK IN,HEALTHY,PALMVIEW WAY X PALMWOOD DR,SAN JOSE,2024-06-23
15120,A1338407,MARIO,CAT,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,2024-03-27,7 MONTHS,2024-06-19,HEALTHY,FOSTER,,,2024-06-22,ADOPTION,WALK IN,,PALMVIEW WAY X PALMWOOD DR,SAN JOSE,2024-06-22
15121,A1338407,MARIO,CAT,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,2024-03-27,7 MONTHS,2024-04-28,MED R,FOSTER,,,2024-04-29,FOSTER,,MED R,PALMVIEW WAY X PALMWOOD DR,SAN JOSE,2024-04-29
15122,A1338408,OREO,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2024-03-27,7 MONTHS,2024-04-28,MED R,FOSTER,,,2024-04-29,FOSTER,,MED R,PALMVIEW WAY X PALMWOOD DR,SAN JOSE,2024-04-29
15123,A1338408,OREO,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2024-03-27,7 MONTHS,2024-06-19,HEALTHY,FOSTER,,,2024-06-23,ADOPTION,WALK IN,HEALTHY,PALMVIEW WAY X PALMWOOD DR,SAN JOSE,2024-06-23
15124,A1338410,FIGARO,CAT,BLACK,WHITE,DOMESTIC MH,NEUTERED,2022-05-03,2 YEARS,2024-04-27,MED R,STRAY,OTC,,2024-05-04,RTF,,FERAL,LONUS ST,SAN JOSE,2024-05-04
15125,A1338411,TIGGER,CAT,TABBY-ORG,WHITE,DOMESTIC MH,NEUTERED,2022-05-03,2 YEARS,2024-04-27,MED R,STRAY,OTC,,2024-05-04,RTF,,FERAL,LONUS ST,SAN JOSE,2024-05-04
15126,A1338413,BRUCE,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2024-03-27,7 MONTHS,2024-04-27,HEALTHY,STRAY,OTC,,2024-05-01,FOSTER,,HEALTHY,2000 BLOCK INTERBAY DR / MENDOTA WAY,SAN JOSE,2024-05-13
15127,A1338413,BRUCE,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2024-03-27,7 MONTHS,2024-05-22,HEALTHY,FOSTER,,,2024-05-22,ADOPTION,,HEALTHY,,SAN JOSE,2024-05-22
15128,A1338414,,CAT,TABBY-ORG,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-04-27,DEAD,DISPO REQ,OTC,,2024-04-27,DISPOSAL,,DEAD,GUADALUPE RIVER TRAIL X W TAYLOR,SAN JOSE,2024-04-27
15129,A1338415,KATO,CAT,PT-LYNX,,DOMESTIC SH,NEUTERED,2024-03-27,7 MONTHS,2024-04-27,MED R,STRAY,OTC,,2024-05-01,FOSTER,,MED R,2000 BLOCK INTERBAY DR / MENDOTA WAY,SAN JOSE,2024-05-01
15130,A1338415,KATO,CAT,PT-LYNX,,DOMESTIC SH,NEUTERED,2024-03-27,7 MONTHS,2024-05-22,MED R,FOSTER,,,2024-05-25,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-05-25
15131,A1338416,HONEY BEE,CAT,PT-LYNX,WHITE,DOMESTIC SH,SPAYED,2024-03-27,7 MONTHS,2024-05-22,HEALTHY,FOSTER,,,2024-05-25,ADOPTION,WALK IN,,,SAN JOSE,2024-05-25
15132,A1338416,HONEY BEE,CAT,PT-LYNX,WHITE,DOMESTIC SH,SPAYED,2024-03-27,7 MONTHS,2024-04-27,HEALTHY,STRAY,OTC,,2024-05-01,FOSTER,,HEALTHY,2000 BLOCK INTERBAY DR / MENDOTA WAY,SAN JOSE,2024-05-01
15133,A1338417,ROMEO,CAT,BLACK,,DOMESTIC SH,NEUTERED,2024-03-27,7 MONTHS,2024-04-27,MED R,STRAY,OTC,,2024-05-01,FOSTER,,MED R,2000 BLOCK INTERBAY DR / MENDOTA WAY,SAN JOSE,2024-05-01
15134,A1338417,ROMEO,CAT,BLACK,,DOMESTIC SH,NEUTERED,2024-03-27,7 MONTHS,2024-05-22,MED R,FOSTER,,,2024-05-25,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-05-25
15135,A1338418,QUINCY,CAT,WHITE,BLACK,DOMESTIC SH,NEUTERED,2024-03-27,7 MONTHS,2024-05-22,MED R,FOSTER,,,2024-05-25,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-05-25
15136,A1338418,QUINCY,CAT,WHITE,BLACK,DOMESTIC SH,NEUTERED,2024-03-27,7 MONTHS,2024-04-27,MED R,STRAY,OTC,,2024-05-01,FOSTER,,HEALTHY,2000 BLOCK INTERBAY DR / MENDOTA WAY,SAN JOSE,2024-05-07
15137,A1338421,SONNY,DOG,WHITE,,CHIHUAHUA SH,NEUTERED,2018-04-27,6 YEARS,2024-04-27,MED R,STRAY,OTC,,2024-04-28,RTO,NEXT DOOR,HEALTHY,CAMDEN AVE X HICKS RD,SAN JOSE,2024-04-28
15138,A1338424,,BIRD,BROWN,,CROW,UNKNOWN,,NO AGE,2024-04-27,NURSING,WILDLIFE,FIELD,,2024-04-27,TRANSFER,,NURSING,1900 BLOCK YERBA BUENA RD,SAN JOSE,2024-04-27
15139,A1338425,,BIRD,BROWN,,CROW,UNKNOWN,,NO AGE,2024-04-27,NURSING,WILDLIFE,FIELD,,2024-04-27,TRANSFER,,NURSING,1900 BLOCK YERBA BUENA RD,SAN JOSE,2024-04-27
15140,A1338426,,BIRD,BROWN,,CROW,UNKNOWN,,NO AGE,2024-04-27,NURSING,WILDLIFE,FIELD,,2024-04-27,TRANSFER,,NURSING,1900 BLOCK YERBA BUENA RD,SAN JOSE,2024-04-27
15141,A1338429,,OTHER,GRAY,WHITE,OPOSSUM,UNKNOWN,,NO AGE,2024-04-27,DEAD,DISPO REQ,OTC,,2024-04-27,DISPOSAL,,DEAD,1700 BLOCK DORRANCE DR / GUNDERSON DR,SAN JOSE,2024-04-27
15142,A1338439,,CAT,WHITE,,DOMESTIC SH,UNKNOWN,2024-04-21,6 MONTHS,2024-04-28,NURSING,FOSTER,,,2024-04-28,RESCUE,TONISKITTY,NURSING,HOYET DR/CORDELIA AVE,SAN JOSE,2024-04-28
15143,A1338442,,OTHER,BLACK,,SKUNK,UNKNOWN,,NO AGE,2024-04-27,DEAD,DISPO REQ,FIELD,,2024-04-27,DISPOSAL,,DEAD,N GADSDEN DR/ BRALY AVE,MILPITAS,2024-04-27
15144,A1338443,,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,UNKNOWN,,NO AGE,2024-04-26,DEAD,DISPO REQ,FIELD,,2024-04-26,DISPOSAL,,DEAD,CAS DR X CAPITOL EXPRESSWAY,SAN JOSE,2024-04-27
15145,A1338445,DR POL,DOG,WHITE,,POODLE MIN,NEUTERED,2019-04-29,5 YEARS,2024-04-27,MED R,STRAY,OTC,,2024-05-16,ADOPTION,WALK IN,HEALTHY,ROCKY MOUNTIAN DR/MT PLEASANT RD,SAN JOSE,2024-05-16
15146,A1338446,,DOG,WHITE,,POODLE MIN,MALE,2017-04-29,7 YEARS,2024-04-27,MED R,STRAY,OTC,,2024-04-30,TRANSFER,EBSPCA,MED R,ROCKY MOUNTIAN DR/MT PLEASANT RD,SAN JOSE,2024-04-30
15147,A1338449,,OTHER,GRAY,,OPOSSUM,UNKNOWN,,NO AGE,2024-04-27,DEAD,DISPO REQ,FIELD,,2024-04-27,DISPOSAL,,DEAD,BUBB/ SHANNON CT,CUPERTINO,2024-04-27
15148,A1338452,,CAT,WHITE,BLACK,DOMESTIC SH,UNKNOWN,,NO AGE,2024-04-27,MED SEV,STRAY,OTC,,2024-04-27,EUTH,U MED SEV,DEAD,SENTER RD X EZIE ST,SAN JOSE,2024-04-28
15149,A1338453,,DOG,BLACK,WHITE,SIBERIAN HUSKY,MALE,,NO AGE,2024-04-27,MED R,STRAY,OTC,,2024-04-28,TRANSFER,HSSV,MED R,GAIL AVE/DAFFODIL CT,SUNNYVALE,2024-04-28
15150,A1338454,,OTHER,BLACK,WHITE,SKUNK,UNKNOWN,,NO AGE,2024-04-27,MED SEV,WILDLIFE,FIELD,,2024-04-27,EUTH,WILDLIFE,MED SEV,4900 BLOCK ROEDER RD,SAN JOSE,2024-04-27
15151,A1338455,,BIRD,YELLOW,,GOOSE,UNKNOWN,,NO AGE,2024-04-27,NURSING,WILDLIFE,FIELD,,2024-04-28,TRANSFER,WILDLIFE,NURSING,2200 BLOCK EASTRIFGE LOOP,SAN JOSE,2024-04-28
15152,A1338456,,OTHER,GRAY,BLACK,RACCOON,UNKNOWN,,NO AGE,2024-04-27,MED M,WILDLIFE,FIELD,,2024-04-28,TRANSFER,WILDLIFE,MED M,1600 BLOCK FOUR OAKS RD,SAN JOSE,2024-04-28
15153,A1338457,REIGEN,CAT,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,2017-04-30,7 YEARS,2024-04-27,MED M,STRAY,FIELD,,2024-05-08,RESCUE,,HEALTHY,200 BLOCK CAPITOL VILLAGE CIR,SAN JOSE,2024-05-08
15154,A1338458,TOSHIRO,CAT,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,2017-04-30,7 YEARS,2024-04-27,MED M,STRAY,FIELD,,2024-05-06,RESCUE,ARF,HEALTHY,200 BLOCK CAPITOL VILLAGE CIR,SAN JOSE,2024-05-06
15155,A1338459,EDDIE,CAT,TABBY-ORG,,DOMESTIC MH,NEUTERED,2015-04-30,9 YEARS,2024-04-27,MED M,STRAY,FIELD,,2024-06-27,ADOPTION,WALK IN,HEALTHY,200 BLOCK CAPITOL VILLAGE CIR,SAN JOSE,2024-06-27
15156,A1338461,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-04-28,DEAD,DISPO REQ,OTC,,2024-04-28,DISPOSAL,,DEAD,SERVICE ST X OAKLAND RD,SAN JOSE,2024-04-28
15157,A1338472,,CAT,TABBY-GRAY,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-04-28,DEAD,DISPO REQ,FIELD,,2024-04-28,DISPOSAL,,DEAD,MCCOY / QUITO,SARATOGA,2024-04-28
15158,A1338482,ESTRELLA,DOG,BLACK,WHITE,POMERANIAN,SPAYED,2023-04-28,1 YEAR 6 MONTHS,2024-04-28,HEALTHY,STRAY,OTC,,2024-04-30,RTO,,HEALTHY,SPRINGBROOK AVE X MURILLO AVE,SAN JOSE,2024-04-30
15159,A1338483,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-04-28,MED SEV,STRAY,OTC,,2024-04-28,EUTH,U MED SEV,MED SEV,,,2024-04-28
15160,A1338484,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-04-28,MED SEV,STRAY,OTC,,2024-04-28,EUTH,U MED SEV,MED SEV,,,2024-04-28
15161,A1338485,,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,2024-03-24,7 MONTHS,2024-04-29,HEALTHY,FOSTER,,,2024-04-30,TRANSFER,EBSPCA,HEALTHY,,,2024-04-30
15162,A1338486,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,2024-03-24,7 MONTHS,2024-04-29,HEALTHY,FOSTER,,,2024-04-30,TRANSFER,EBSPCA,HEALTHY,,,2024-04-30
15163,A1338487,,CAT,TORTIE-B\O,,DOMESTIC SH,FEMALE,2024-03-24,7 MONTHS,2024-04-29,HEALTHY,FOSTER,,,2024-04-30,TRANSFER,EBSPCA,HEALTHY,,,2024-04-30
15164,A1338488,PANDA,DOG,BRINDLE-BN,WHITE,FRENCH BULLDOG,MALE,2021-04-29,3 YEARS,2024-04-28,HEALTHY,CONFISCATE,POLICE,,2024-05-07,RTO,NOTICE,HEALTHY,,SAN JOSE,2024-05-07
15165,A1338489,JET,DOG,BROWN,,BULL TERRIER,NEUTERED,2015-04-28,9 YEARS,2024-04-28,HEALTHY,STRAY,OTC,,2024-06-18,FOSTER,,HEALTHY,ALMA/CAPURSO,SAN JOSE,2024-06-18
15166,A1338489,JET,DOG,BROWN,,BULL TERRIER,NEUTERED,2015-04-28,9 YEARS,2024-06-27,HEALTHY,FOSTER,,,2024-06-27,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-06-27
15167,A1338493,,CAT,TABBY-ORG,,DOMESTIC SH,SPAYED,2022-04-28,2 YEARS,2024-04-28,MED R,STRAY,MEDVET,,2024-05-09,RTF,,FERAL,5700 BLOCK VIA MONTE DR,SAN JOSE,2024-05-13
15168,A1338494,,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,2024-04-13,6 MONTHS,2024-04-28,NURSING,STRAY,MEDVET,,2024-04-29,RESCUE,FURREVER,NURSING,FAULSTICH CT X OAKLAND RD,SAN JOSE,2024-04-29
15169,A1338495,,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,2022-04-28,2 YEARS,2024-04-28,NURSING,STRAY,OTC,,2024-04-30,TRANSFER,EBSPCA,,S 23RD ST/E SANTA CLARA ST,SAN JOSE,2024-04-30
15170,A1338496,,BIRD,YELLOW,,COCKATIEL,UNKNOWN,,NO AGE,2024-04-28,MED SEV,STRAY,OTC,,2024-04-29,RESCUE,MICABOO,MED SEV,PLATT AVE X S PARK VICTORIA DR,MILPITAS,2024-04-29
15171,A1338498,,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,2024-04-25,6 MONTHS,2024-04-28,NURSING,STRAY,OTC,,2024-04-30,TRANSFER,EBSPCA,NURSING,S 23RD ST/E SANTA CLARA ST,SAN JOSE,2024-04-30
15172,A1338499,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,2024-04-25,6 MONTHS,2024-04-28,NURSING,STRAY,OTC,,2024-04-30,TRANSFER,EBSPCA,NURSING,S 23RD ST/E SANTA CLARA ST,SAN JOSE,2024-04-30
15173,A1338500,,CAT,BLACK,WHITE,DOMESTIC SH,FEMALE,2024-04-25,6 MONTHS,2024-04-28,NURSING,STRAY,OTC,,2024-04-30,TRANSFER,EBSPCA,NURSING,S 23RD ST/E SANTA CLARA ST,SAN JOSE,2024-04-30
15174,A1338501,,CAT,BLACK,WHITE,DOMESTIC SH,FEMALE,2024-04-25,6 MONTHS,2024-04-28,NURSING,STRAY,OTC,,2024-04-30,TRANSFER,EBSPCA,NURSING,S 23RD ST/E SANTA CLARA ST,SAN JOSE,2024-04-30
15175,A1338502,,CAT,TABBY-ORG,WHITE,DOMESTIC SH,MALE,2024-04-25,6 MONTHS,2024-04-28,NURSING,STRAY,OTC,,2024-04-30,TRANSFER,EBSPCA,NURSING,S 23RD ST/E SANTA CLARA ST,SAN JOSE,2024-04-30
15176,A1338508,TEDDY,DOG,BLACK,CREAM,WEST HIGHLAND,NEUTERED,2023-10-28,1 YEAR,2024-04-28,HEALTHY,STRAY,OTC,,2024-05-03,FOSTER,,HEALTHY,S KING RD X STORY RD,SAN JOSE,2024-05-07
15177,A1338509,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-04-28,MED SEV,STRAY,OTC,,2024-04-28,EUTH,U MED SEV,MED SEV,,SAN JOSE,2024-04-28
15178,A1338512,COCO,OTHER,CALICO-TRI,,GUINEA PIG,FEMALE,,NO AGE,2024-04-28,HEALTHY,STRAY,OTC,,2024-04-28,FOSTER,,HEALTHY,LINCOLN AVE X CURTNER AVE,SAN JOSE,2024-08-21
15179,A1338513,PINA,OTHER,WHITE,GRAY,GUINEA PIG,FEMALE,,NO AGE,2024-04-28,HEALTHY,STRAY,OTC,,2024-04-28,FOSTER,,HEALTHY,LINCOLN AVE X CURTNER AVE,SAN JOSE,2024-08-21
15180,A1338514,,BIRD,BLUE,GRAY,SPARROW,UNKNOWN,,NO AGE,2024-04-26,MED EMERG,WILDLIFE,MEDVET,,2024-04-28,DISPOSAL,,DEAD,KINGBROOK DR X CARLTON AVE,SAN JOSE,2024-04-28
15181,A1338515,,OTHER,BLACK,,SQUIRREL,MALE,2023-04-28,1 YEAR,2024-04-26,MED SEV,WILDLIFE,MEDVET,,2024-04-27,DISPOSAL,,DEAD,1600 BLOCK HILLSDALE AVE,SAN JOSE,2024-04-28
15182,A1338516,,CAT,BLACK,WHITE,DOMESTIC SH,MALE,,NO AGE,2024-04-25,MED SEV,STRAY,MEDVET,,2024-04-25,EUTH,U NURS SIC,MED SEV,2000 BLOCK NUNES DR,SAN JOSE,2024-08-26
15183,A1338517,MINCHO,CAT,BLACK,WHITE,DOMESTIC MH,NEUTERED,2024-03-13,7 MONTHS,2024-04-28,MED M,STRAY,OTC,,2024-05-05,ADOPTION,WALK IN,MED M,ALMADEN RD/BRYAN AVE,SAN JOSE,2024-05-05
15184,A1338518,,CAT,GRAY,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-04-24,MED SEV,STRAY,MEDVET,,2024-04-24,EUTH,,DEAD,BAYOU DR X SWALLOWS DR,SAN JOSE,2024-04-28
15185,A1338519,,CAT,TABBY-GRAY,,DOMESTIC SH,NEUTERED,2024-02-29,8 MONTHS,2024-04-28,MED R,STRAY,OTC,,2024-05-04,RESCUE,WHISKERS,MED R,BLUE MOUNTAIN DR X MT OLIVERIA DR,SAN JOSE,2024-05-04
15186,A1338520,,CAT,GRAY,WHITE,DOMESTIC SH,UNKNOWN,,NO AGE,2024-04-24,MED SEV,STRAY,MEDVET,,2024-04-24,,,,UNKNOWN,SAN JOSE,2024-04-28
15187,A1338521,,CAT,WHITE,GRAY,DOMESTIC SH,NEUTERED,2024-02-29,8 MONTHS,2024-04-28,MED R,STRAY,OTC,,2024-05-04,RESCUE,WHISKERS,MED R,BLUE MOUNTAIN DR X MT OLIVERIA DR,SAN JOSE,2024-05-04
15188,A1338522,,DOG,TAN,,CHIHUAHUA SH,UNKNOWN,,NO AGE,2024-04-27,MED SEV,STRAY,MEDVET,,2024-04-27,EUTH,,DEAD,CAPITOL EXPWY X NARVAEZ AVE,SAN JOSE,2024-04-28
15189,A1338523,,CAT,GRAY,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-04-25,MED SEV,STRAY,MEDVET,,2024-04-28,DIED,AT VET,MED SEV,1500 BLOCK AMESBURY WY,SAN JOSE,2024-04-30
15190,A1338524,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,2024-04-13,3 WEEKS,2024-04-28,DEAD,DISPO REQ,MEDVET,,2024-04-28,DISPOSAL,,DEAD,FAULSTICH CT X OAKLAND RD,SAN JOSE,2024-04-28
15191,A1338525,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-04-28,DEAD,DISPO REQ,MEDVET,,2024-04-28,DISPOSAL,,DEAD,UNKNOWN,,2024-04-28
15192,A1338526,SUKI,DOG,WHITE,BROWN,PIT BULL,SPAYED,2020-04-28,4 YEARS,2024-04-28,MED M,STRAY,OTC,,2024-07-05,FOSTER,,MED M,UMABRGER RD/FAIRVIEW LN,SAN JOSE,2024-07-05
15193,A1338527,,CAT,WHITE,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-04-28,HEALTHY,STRAY,OTC,,2024-04-28,RESCUE,TONISKITTY,NURSING,EL MONTE WAY / S CAPITOL AVE,SAN JOSE,2024-04-28
15194,A1338528,,CAT,TORTIE-B\O,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-04-28,HEALTHY,STRAY,OTC,,2024-04-28,RESCUE,TONISKITTY,NURSING,EL MONTE WAY / S CAPITOL AVE,SAN JOSE,2024-04-28
15195,A1338529,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-04-28,HEALTHY,STRAY,OTC,,2024-04-28,RESCUE,TONISKITTY,NURSING,EL MONTE WAY / S CAPITOL AVE,SAN JOSE,2024-04-28
15196,A1338530,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2024-04-28,PREGNANT,STRAY,OTC,,2024-05-01,RTF,,FERAL,WABASH ST X PACIFIC AVE,SAN JOSE,2024-05-01
15197,A1338533,,CAT,TABBY-ORG,,DOMESTIC SH,FEMALE,2022-04-30,2 YEARS,2024-04-28,NURSING,STRAY,OTC,,2024-05-06,RESCUE,ARF,HEALTHY,N 6TH ST/E ST JAMES ST,SAN JOSE,2024-05-06
15198,A1338534,,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,2024-03-15,7 MONTHS,2024-04-28,NURSING,STRAY,OTC,,2024-05-07,TRANSFER,EBSPCA,HEALTHY,N 6TH ST/E ST JAMES ST,SAN JOSE,2024-05-07
15199,A1338535,,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,2024-03-15,7 MONTHS,2024-04-28,NURSING,STRAY,OTC,,2024-05-07,TRANSFER,EBSPCA,HEALTHY,N 6TH ST/E ST JAMES ST,SAN JOSE,2024-05-07
15200,A1338536,,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,2024-03-15,7 MONTHS,2024-04-28,NURSING,STRAY,OTC,,2024-05-07,TRANSFER,EBSPCA,HEALTHY,N 6TH ST/E ST JAMES ST,SAN JOSE,2024-05-07
15201,A1338537,,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,2024-03-15,7 MONTHS,2024-04-28,NURSING,STRAY,OTC,,2024-05-07,TRANSFER,EBSPCA,HEALTHY,N 6TH ST/E ST JAMES ST,SAN JOSE,2024-05-07
15202,A1338538,,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,2024-03-15,7 MONTHS,2024-04-28,NURSING,STRAY,OTC,,2024-05-07,TRANSFER,EBSPCA,HEALTHY,N 6TH ST/E ST JAMES ST,SAN JOSE,2024-05-07
15203,A1338539,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,2024-03-15,7 MONTHS,2024-04-28,NURSING,STRAY,OTC,,2024-05-07,TRANSFER,EBSPCA,HEALTHY,N 6TH ST/E ST JAMES ST,SAN JOSE,2024-05-07
15204,A1338540,,CAT,BLACK,,DOMESTIC SH,SPAYED,2014-04-28,10 YEARS,2024-04-28,MED SEV,STRAY,OTC,,2024-04-30,EUTH,U MED SEV,MED SEV,KNOX AVE X MARSH ST,SAN JOSE,2024-04-30
15205,A1338544,OLIVE,CAT,BLACK,,DOMESTIC SH,NEUTERED,,NO AGE,2024-04-28,BEH M,OWNER SUR,OTC,,2024-06-09,ADOPTION,WALK IN,BEH M,,,2024-06-13
15206,A1338545,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2024-04-08,6 MONTHS,2024-04-28,MED R,STRAY,OTC,,2024-04-30,FOSTER,,MED R,LOCHNER DR / MT MCKINLEY DR,SAN JOSE,2024-05-20
15207,A1338545,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2024-04-08,6 MONTHS,2024-06-03,MED R,FOSTER,,,2024-08-15,ADOPTION,WALK IN,HEALTHY,LOCHNER DR / MT MCKINLEY DR,SAN JOSE,2024-08-15
15208,A1338546,,CAT,PT-LYNX,,DOMESTIC SH,FEMALE,2024-03-30,6 WEEKS,2024-04-28,MED R,STRAY,OTC,,2024-04-30,FOSTER,,MED R,LOCHNER DR / MT MCKINLEY DR,SAN JOSE,2024-04-30
15209,A1338546,,CAT,PT-LYNX,,DOMESTIC SH,FEMALE,2024-03-30,6 WEEKS,2024-05-08,DEAD,FOSTER,,,2024-05-08,DIED,IN FOSTER,MED SEV,LOCHNER DR / MT MCKINLEY DR,SAN JOSE,2024-05-08
15210,A1338547,LARRY,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2024-04-23,6 MONTHS,2024-04-28,MED R,STRAY,OTC,,2024-04-30,FOSTER,,MED R,LOCHNER DR / MT MCKINLEY DR,SAN JOSE,2024-04-30
15211,A1338547,LARRY,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2024-04-23,6 MONTHS,2024-06-03,MED R,FOSTER,,,2024-08-12,ADOPTION,WALK IN,HEALTHY,LOCHNER DR / MT MCKINLEY DR,SAN JOSE,2024-08-12
15212,A1338548,BONNIE,CAT,PT-LYNX,,DOMESTIC SH,SPAYED,2024-03-30,7 MONTHS,2024-06-03,MED R,FOSTER,,,2024-06-23,RESCUE,PRIVATE,MED R,LOCHNER DR / MT MCKINLEY DR,SAN JOSE,2024-06-23
15213,A1338548,BONNIE,CAT,PT-LYNX,,DOMESTIC SH,SPAYED,2024-03-30,7 MONTHS,2024-04-28,MED R,STRAY,OTC,,2024-04-30,FOSTER,,MED R,LOCHNER DR / MT MCKINLEY DR,SAN JOSE,2024-05-20
15214,A1338549,,OTHER,BROWN,,SQUIRREL,UNKNOWN,,NO AGE,2024-04-28,MED SEV,WILDLIFE,FIELD,,2024-04-28,TRANSFER,WILDLIFE,MED SEV,STEVENS CREEK BLVD / MARY AVE,CUPERTINO,2024-04-28
15215,A1338550,OLIVIA,DOG,WHITE,,CHIHUAHUA SH,FEMALE,2023-11-29,11 MONTHS,2024-04-28,MED M,STRAY,OTC,,2024-04-29,RTO,,MED M,MOSELLE DR/VINEYARD DR,SAN JOSE,2024-04-29
15216,A1338551,BELLA,DOG,BLACK,GRAY,SCHNAUZER MIN,FEMALE,2020-04-29,4 YEARS,2024-04-28,MED M,STRAY,OTC,,2024-04-29,RTO,WALK IN,MED M,MOSELLE DR/VINEYARD DR,SAN JOSE,2024-04-29
15217,A1338552,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-04-28,DEAD,DISPO REQ,FIELD,,2024-04-28,DISPOSAL,,DEAD,OSWEGO / ROBERTS,SAN JOSE,2024-04-28
15218,A1338553,,OTHER,GRAY,,OPOSSUM,UNKNOWN,,NO AGE,2024-04-28,MED SEV,WILDLIFE,FIELD,,2024-04-28,TRANSFER,WILDLIFE,MED SEV,SIMAS X PIEDMONT,MILPITAS,2024-04-30
15219,A1338557,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2024-04-28,MED R,STRAY,OTC,,2024-05-03,RTF,,FERAL,WESTLAKE DR/AKRON WAY,SAN JOSE,2024-05-03
15220,A1338558,,OTHER,GRAY,BLACK,OPOSSUM,UNKNOWN,,NO AGE,2024-04-28,MED M,WILDLIFE,FIELD,,2024-04-28,TRANSFER,WILDLIFE,MED M,CARLOTTA CT / AMANDA DR,SAN JOSE,2024-04-28
15221,A1338560,MIRA,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,2024-03-31,7 MONTHS,2024-04-28,NURSING,STRAY,OTC,,2024-04-28,FOSTER,,NURSING,WESTLAKE DR/AKRON WAY,SAN JOSE,2024-05-13
15222,A1338560,MIRA,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,2024-03-31,7 MONTHS,2024-06-07,HEALTHY,FOSTER,,IP ADOPT,2024-06-07,ADOPTION,,HEALTHY,,SAN JOSE,2024-06-07
15223,A1338561,JONESY,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2024-03-31,7 MONTHS,2024-06-07,HEALTHY,FOSTER,,IP ADOPT,2024-06-07,ADOPTION,,HEALTHY,MONTEREY RD,SAN JOSE,2024-06-07
15224,A1338561,JONESY,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2024-03-31,7 MONTHS,2024-04-28,NURSING,STRAY,OTC,,2024-04-28,FOSTER,,NURSING,WESTLAKE DR/AKRON WAY,SAN JOSE,2024-05-13
